iter	Logloss
159	0.07424023697
160	0.07374245787
161	0.07346362572
162	0.0730399434
163	0.0726424121
164	0.07233534626
165	0.07189798458
166	0.07111353489
167	0.07096080794
168	0.0705073475
169	0.07037152133
170	0.06997600096
171	0.06969218661
172	0.06938818649
173	0.0692634861
174	0.06869889556
175	0.06859850985
176	0.06842406547
177	0.06826131375
178	0.06817847268
179	0.0678894224
180	0.06763537412
181	0.06753984798
182	0.06743018893
183	0.0670298131
184	0.06682328507
185	0.06674051152
186	0.0663585357
187	0.06613236147
188	0.06596454494
189	0.06588919822
190	0.06572539014
191	0.06563683429
192	0.06541222787
193	0.06519373772
194	0.0649716743
195	0.06485141753
196	0.06461355175
197	0.06430954798
198	0.06417632036
199	0.06391560994
200	0.06360809924
201	0.06344586718
202	0.06284892078
203	0.06263681661
204	0.06237231483
205	0.06223746653
206	0.06207602638
207	0.06192234311
208	0.06178620848
209	0.06159860041
210	0.06142189944
211	0.06074848593
212	0.06062648817
213	0.06051159862
214	0.06015430459
215	0.05969391812
216	0.05951496738
217	0.05935280521
218	0.05922751373
219	0.05907232114
220	0.05895356661
221	0.05843905187
222	0.05823058688
223	0.05812326781
224	0.0578851847
225	0.05778217531
226	0.0576640115
227	0.05758839392
228	0.05735908007
229	0.05713502993
230	0.05687190259
231	0.05682887738
232	0.0567387643
233	0.05662706045
234	0.05653651928
235	0.05639906214
236	0.05618287198
237	0.05588140283
238	0.05574260389
239	0.05547763327
240	0.05520794126
241	0.05516135798
242	0.05508714656
243	0.05500223498
244	0.05463518122
245	0.05428946963
246	0.05409180463
247	0.05386114649
248	0.05366895542
249	0.0535528417
250	0.05340367189
251	0.05305540914
252	0.05294720891
253	0.05284862174
254	0.05278322578
255	0.05265357441
256	0.05258840819
257	0.05250297223
258	0.0524209509
259	0.05229153111
260	0.05220650066
261	0.05213199275
262	0.05206972787
263	0.05197487239
264	0.05181409536
265	0.05167628519
266	0.05123914001
267	0.05082000709
268	0.05043304722
269	0.05024536673
270	0.04992078297
271	0.04975498573
272	0.04965092088
273	0.04948016283
274	0.0492760589
275	0.04905207688
276	0.04887479622
277	0.04883163633
278	0.04875937875
279	0.04854883375
280	0.04839518823
281	0.04832032369
282	0.04824350721
283	0.04816403867
284	0.04808076198
285	0.04803687647
286	0.0479416853
287	0.04781772983
288	0.04774598071
289	0.04758176379
290	0.04746686566
291	0.0473275629
292	0.04714316205
293	0.04705733009
294	0.04701596697
295	0.04696912088
296	0.04686987257
297	0.04661967507
298	0.0465241253
299	0.04645915982
300	0.04634594648
301	0.04617102233
302	0.0461260834
303	0.04601166131
304	0.04594432936
305	0.04580869126
306	0.04570577254
307	0.04562178287
308	0.04556607153
309	0.04532472974
310	0.0451400363
311	0.04504938035
312	0.04490254215
313	0.04478297803
314	0.04473145405
315	0.04456495805
316	0.0445042554
317	0.04441431833
318	0.04430949569
319	0.04410261944
320	0.04387258314
321	0.0438056216
322	0.04373307775
323	0.04366082603
324	0.04353693773
325	0.04334962534
326	0.04325231477
327	0.04317303708
328	0.04309569931
329	0.04299218957
330	0.04294164071
331	0.04288218307
332	0.04284846601
333	0.04278711576
334	0.04274139986
335	0.04259807164
336	0.04253085589
337	0.04244981571
338	0.04230262671
339	0.0422054538
340	0.04215504715
341	0.04200392753
342	0.04194898144
343	0.04190192476
344	0.04178006418
345	0.04169661783
346	0.04160693129
347	0.04157668642
348	0.04143718399
349	0.04138666035
350	0.04133169117
351	0.0412011279
352	0.04114656048
353	0.04099725537
354	0.04067031466
355	0.04064559207
356	0.04056027253
357	0.04046685573
358	0.04042261638
359	0.04029725521
360	0.0402327962
361	0.04018032682
362	0.04007024295
363	0.03997102086
364	0.03993504637
365	0.03986445263
366	0.03980592144
367	0.03973427618
368	0.03970764524
369	0.03967922022
370	0.03961598118
371	0.03945505024
372	0.03934427744
373	0.03929981975
374	0.03917251841
375	0.03911193259
376	0.03900474672
377	0.03895717453
378	0.03888791629
379	0.03881311433
380	0.03874455284
381	0.03872085999
382	0.03865565154
383	0.03856294225
384	0.03843165244
385	0.03839282146
386	0.03831193965
387	0.03823792577
388	0.03819142374
389	0.03814618378
390	0.03795096821
391	0.03790067848
392	0.03779098088
393	0.03772374843
394	0.03767102308
395	0.03760053358
396	0.03754237867
397	0.03750484166
398	0.03739603725
399	0.03734853417
400	0.03724457688
401	0.03707869718
402	0.03698721417
403	0.03689243508
404	0.03679778449
405	0.03674501722
406	0.03667600256
407	0.03652177871
408	0.03648733402
409	0.03646726773
410	0.03642060349
411	0.03636315943
412	0.03626542637
413	0.03620155275
414	0.03609676427
415	0.03603626351
416	0.03590884146
417	0.03587428622
418	0.03583156581
419	0.0357378075
420	0.03568373216
421	0.03566758567
422	0.03558908971
423	0.03550430915
424	0.03545561287
425	0.03540977233
426	0.03532521754
427	0.03528080394
428	0.03522023975
429	0.03515039734
430	0.03510474727
431	0.0350228802
432	0.03497142124
433	0.03491126638
434	0.03485673617
435	0.03483572379
436	0.03473082435
437	0.03470238244
438	0.03462374355
439	0.03458712511
440	0.03452935724
441	0.03450319355
442	0.03444524123
443	0.034405991
444	0.03434760197
445	0.03429684888
446	0.03425198388
447	0.03418609219
448	0.03412051406
449	0.03402730394
450	0.03397944305
451	0.03394099605
452	0.03389724634
453	0.03383991062
454	0.03380090239
455	0.03373287541
456	0.03359145842
457	0.03352645142
458	0.03346556743
459	0.03341876263
460	0.0333291172
461	0.0332450179
462	0.03320732308
463	0.0331860263
464	0.03311341282
465	0.03310468185
466	0.03306481737
467	0.03302400384
468	0.03298867176
469	0.03294972274
470	0.0329321738
471	0.03283414872
472	0.03278206169
473	0.03273154029
474	0.03265057078
475	0.03262103507
476	0.03257225836
477	0.03252763696
478	0.03244714534
479	0.03242055489
480	0.03235540767
481	0.03230653344
482	0.03222197869
483	0.032173088
484	0.03214578351
485	0.03212495577
486	0.03208759013
487	0.03199728804
488	0.03196208598
489	0.03195240216
490	0.03191532332
491	0.03182029751
492	0.03170496257
493	0.03164336648
494	0.03160246153
495	0.03153067524
496	0.03149288824
497	0.03142147974
498	0.03139033726
499	0.03135755267
500	0.03132436457
501	0.03129494385
502	0.03120226518
503	0.03115649546
504	0.0311323063
505	0.03107503278
506	0.03103191339
507	0.03099973521
508	0.03096599655
509	0.03091591642
510	0.03084683516
511	0.03075699296
512	0.03071208769
513	0.03063371289
514	0.03056055434
515	0.03051493014
516	0.03047241693
517	0.03044682914
518	0.03038343653
519	0.03034235174
520	0.03031654962
521	0.03026937228
522	0.03023461262
523	0.03019941367
524	0.03017814937
525	0.03015294134
526	0.03001185125
527	0.02993357397
528	0.02988656806
529	0.02984072343
530	0.02981835346
531	0.02979967742
532	0.02978874174
533	0.02972865047
534	0.02970266051
535	0.02965489424
536	0.02955226799
537	0.02951752458
538	0.02946631826
539	0.02943312387
540	0.02940757522
541	0.02937031334
542	0.02934747702
543	0.02930846203
544	0.02928167689
545	0.0292445243
546	0.0291981535
547	0.02915773261
548	0.02910954232
549	0.02905923911
550	0.0290311568
551	0.02900366864
552	0.02897780935
553	0.02894070006
554	0.02889937295
555	0.02887572023
556	0.02886237709
557	0.02883729627
558	0.02882447236
559	0.02878395447
560	0.0287556433
561	0.02871953213
562	0.02867095578
563	0.0285909389
564	0.02856447053
565	0.02854319515
566	0.02846179361
567	0.02840784556
568	0.02836201427
569	0.02829419484
570	0.02824392009
571	0.02821059142
572	0.02817209113
573	0.02814167887
574	0.02812205336
575	0.02806308919
576	0.0280297988
577	0.02801136158
578	0.02798895634
579	0.0279400937
580	0.02788401841
581	0.02787015241
582	0.02780218953
583	0.02776545343
584	0.02774671676
585	0.02770707401
586	0.02768632993
587	0.02765982632
588	0.02762937758
589	0.0275522784
590	0.0275169531
591	0.02750012678
592	0.02745642035
593	0.02741477372
594	0.02739084449
595	0.02733117509
596	0.02729533344
597	0.02728524117
598	0.02727580141
599	0.02725444478
600	0.02723947519
601	0.02719202276
602	0.02716714845
603	0.02708814527
604	0.02704664119
605	0.02702786124
606	0.02699766898
607	0.02695616288
608	0.02690086776
609	0.02687381435
610	0.02684528106
611	0.0267866731
612	0.02675913267
613	0.02669748848
614	0.02665535976
615	0.02659152666
616	0.02654969624
617	0.02650116252
618	0.02646198142
619	0.02644296494
620	0.02637740293
621	0.02633770435
622	0.02631490223
623	0.02627971972
624	0.02623896287
625	0.02622221985
626	0.02620650105
627	0.02618415719
628	0.02615588733
629	0.02609502785
630	0.02606587361
631	0.026031711
632	0.0260163944
633	0.02598616298
634	0.02595982603
635	0.02594756978
636	0.02592132306
637	0.02590952643
638	0.02589434615
639	0.02586838699
640	0.02583509958
641	0.02581241939
642	0.02580084712
643	0.02578982959
644	0.02573431101
645	0.0257026976
646	0.02564184183
647	0.02560152689
648	0.02555422502
649	0.02553877026
650	0.02550851803
651	0.02548560783
652	0.02544908317
653	0.02543108328
654	0.02541188067
655	0.02540825949
656	0.02537505923
657	0.02535115654
658	0.02533380789
659	0.02531834067
660	0.0252832278
661	0.02527427342
662	0.02525811627
663	0.02522930939
664	0.02519340426
665	0.02515310633
666	0.02513772603
667	0.025105962
668	0.02507696339
669	0.0250452734
670	0.02501768396
671	0.024968068
672	0.02494863874
673	0.02492343006
674	0.02488492943
675	0.02484996363
676	0.0247997308
677	0.02476225005
678	0.0247302759
679	0.0247070082
680	0.02468478526
681	0.02466439096
682	0.02465224592
683	0.02462239131
684	0.02458958306
685	0.02456488405
686	0.02452650899
687	0.02450267361
688	0.02447904906
689	0.02443312304
690	0.02440509513
691	0.02439289079
692	0.02435043112
693	0.02429347201
694	0.02425979904
695	0.02421479192
696	0.02418650949
697	0.02415749183
698	0.02410335569
699	0.02407639278
700	0.0240475123
701	0.02403811786
702	0.02401197337
703	0.02397994852
704	0.02394072988
705	0.02392499267
706	0.02390064098
707	0.02387123998
708	0.02384853781
709	0.02381861665
710	0.02380288053
711	0.02373874857
712	0.02371990307
713	0.02370668716
714	0.02368633379
715	0.02363952605
716	0.02361972476
717	0.02360950016
718	0.02359096774
719	0.02356627708
720	0.02353216861
721	0.02351761475
722	0.02350006864
723	0.02347052325
724	0.02345559484
725	0.02343764821
726	0.02342925974
727	0.02340365401
728	0.02337099946
729	0.02333974826
730	0.02332288778
731	0.02328840046
732	0.02324724311
733	0.02322556214
734	0.02319298164
735	0.02316437493
736	0.02312201894
737	0.02311125145
738	0.02309822053
739	0.02307916701
740	0.02306448102
741	0.02305776623
742	0.0230078127
743	0.0229844763
744	0.02295554497
745	0.02294048772
746	0.02292676916
747	0.0228959709
748	0.02288307754
749	0.02285185411
750	0.02283970482
751	0.02280029537
752	0.02278387979
753	0.02275697223
754	0.02272588758
755	0.02271206734
756	0.02268074411
757	0.0226755043
758	0.02263578675
759	0.02258349815
760	0.02255880462
761	0.02254904829
762	0.0225065702
763	0.0224756927
764	0.0224589394
765	0.02244892015
766	0.02242437748
767	0.02239985559
768	0.02239102622
769	0.02238134522
770	0.02238022673
771	0.02236668804
772	0.02235178664
773	0.02233060924
774	0.02230794796
775	0.0222868108
776	0.0222569639
777	0.0222429993
778	0.02222030244
779	0.02217197322
780	0.02216263606
781	0.02213826033
782	0.0220945656
783	0.02207877532
784	0.02207026681
785	0.02205773624
786	0.02203543827
787	0.02201889582
788	0.0219912058
789	0.02198254584
790	0.02196425937
791	0.02195589905
792	0.02193140612
793	0.02191734045
794	0.02189657143
795	0.02187424761
796	0.02186730298
797	0.0218586544
798	0.02185163037
799	0.02184692567
800	0.02181803232
801	0.02180376447
802	0.02178131994
803	0.0217613655
804	0.02174784934
805	0.02172521551
806	0.0217127419
807	0.02168750537
808	0.02168283615
809	0.02165762059
810	0.02164359284
811	0.02163159202
812	0.02158928269
813	0.0215724042
814	0.02152988158
815	0.02150299598
816	0.02149008878
817	0.02147457366
818	0.02144910896
819	0.02144027518
820	0.02143407686
821	0.02142053903
822	0.02140967125
823	0.02137503965
824	0.0213579383
825	0.02134717348
826	0.02131655933
827	0.02129717251
828	0.02126646198
829	0.02123927931
830	0.02123283417
831	0.02121238697
832	0.02119130088
833	0.02117695921
834	0.02116474434
835	0.02115809927
836	0.02113414596
837	0.02110653275
838	0.02109374618
839	0.02108230683
840	0.02107023559
841	0.02103977968
842	0.02101028794
843	0.02097959729
844	0.02096425417
845	0.02094935812
846	0.02090879964
847	0.02089151749
848	0.02087903243
849	0.02085663932
850	0.02084780049
851	0.02083040377
852	0.02081603064
853	0.02079548744
854	0.02078215517
855	0.02076705985
856	0.02074084468
857	0.02071617296
858	0.02069429087
859	0.02067453253
860	0.0206537882
861	0.0206484176
862	0.02063920525
863	0.02062553737
864	0.02060743133
865	0.02057311762
866	0.02056021601
867	0.020548015
868	0.02054169934
869	0.02050296551
870	0.02048678163
871	0.02047816226
872	0.02046236181
873	0.02044270885
874	0.02041988042
875	0.02040597986
876	0.02039556851
877	0.020377494
878	0.02035672598
879	0.02034185791
880	0.02032292721
881	0.02031498255
882	0.02028985281
883	0.02027954365
884	0.02026247467
885	0.02023962834
886	0.02022393237
887	0.02020882557
888	0.02019089762
889	0.02014594993
890	0.02011297114
891	0.02010349091
892	0.02008527471
893	0.02008526511
894	0.02007136529
895	0.02005041721
896	0.02004328835
897	0.02003033163
898	0.02002234455
899	0.02001506461
900	0.02000328448
901	0.01998554303
902	0.01997450189
903	0.01995416229
904	0.01993051212
905	0.01989247908
906	0.01986447485
907	0.01984724353
908	0.01983559717
909	0.01982150714
910	0.01980750359
911	0.01980137333
912	0.01978743637
913	0.01977822326
914	0.01974302302
915	0.01971433241
916	0.0196778238
917	0.01964615119
918	0.01963812627
919	0.01961697342
920	0.01958503022
921	0.01957528229
922	0.01955012611
923	0.01953028865
924	0.01951643927
925	0.01949412371
926	0.01946896631
927	0.0194346853
928	0.01942123461
929	0.01940763832
930	0.01939388026
931	0.01937739049
932	0.01936236836
933	0.01935674354
934	0.01934635679
935	0.01933510641
936	0.01931405772
937	0.01930644418
938	0.01929522388
939	0.01927519673
940	0.01926752219
941	0.01925556477
942	0.01924261203
943	0.01922921381
944	0.01921653368
945	0.01920727517
946	0.01918636977
947	0.019157331
948	0.01913981024
949	0.01912515874
950	0.01911361459
951	0.01910952318
952	0.01908768937
953	0.0190876421
954	0.01907522913
955	0.01905421023
956	0.01903457038
957	0.01900990032
958	0.01899866384
959	0.01899233559
960	0.01898490122
961	0.01898376534
962	0.01897120046
963	0.01895551702
964	0.01893553612
965	0.01891395868
966	0.01890408629
967	0.01889470233
968	0.01888695761
969	0.01888296335
970	0.01887276633
971	0.0188635638
972	0.01884815061
973	0.01883544327
974	0.01882321228
975	0.01881474204
976	0.01880455775
977	0.01878273816
978	0.01877328622
979	0.01876473583
980	0.01875818699
981	0.01874368486
982	0.01873512074
983	0.0187225391
984	0.01870510015
985	0.01869330614
986	0.0186774327
987	0.01865430976
988	0.01864296487
989	0.01863125934
990	0.0186233337
991	0.01860672948
992	0.01859619386
993	0.01857402791
994	0.01856491815
995	0.01856480149
996	0.01855844195
997	0.01855425314
998	0.01854584775
999	0.0185127811
